Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
498	:	1716431975.654	     0.401	0	7	0	0	req 498
499	:	1716431975.934	     0.223	0	7	0	0	req 499
500	:	1716431976.020	     0.348	0	7	0	0	req 500
501	:	1716431976.024	     0.427	0	7	0	0	req 501
503	:	1716431976.063	     0.416	0	7	0	0	req 503
502	:	1716431976.026	     0.535	0	7	0	0	req 502
504	:	1716431976.168	     0.394	0	7	0	0	req 504
505	:	1716431976.381	     0.243	0	7	0	0	req 505
506	:	1716431976.492	     0.224	0	7	0	0	req 506
507	:	1716431976.496	     0.223	0	7	0	0	req 507
508	:	1716431976.566	     0.296	0	7	0	0	req 508
509	:	1716431976.574	     0.316	0	7	0	0	req 509
510	:	1716431976.633	     0.275	0	7	0	0	req 510
511	:	1716431976.730	     0.249	0	7	0	0	req 511
512	:	1716431976.744	     0.278	0	7	0	0	req 512
513	:	1716431976.875	     0.273	0	7	0	0	req 513
514	:	1716431976.899	     0.400	0	7	0	0	req 514
515	:	1716431976.916	     0.397	0	7	0	0	req 515
516	:	1716431976.991	     0.411	0	7	0	0	req 516
517	:	1716431977.031	     0.373	0	7	0	0	req 517
519	:	1716431977.305	     0.237	0	7	0	0	req 519
518	:	1716431977.151	     0.401	0	7	0	0	req 518
520	:	1716431977.320	     0.315	0	7	0	0	req 520
522	:	1716431977.433	     0.375	0	7	0	0	req 522
521	:	1716431977.410	     0.411	0	7	0	0	req 521
524	:	1716431977.558	     0.300	0	7	0	0	req 524
523	:	1716431977.546	     0.440	0	7	0	0	req 523
525	:	1716431977.641	     0.378	0	7	0	0	req 525
527	:	1716431977.826	     0.242	0	7	0	0	req 527
526	:	1716431977.819	     0.266	0	7	0	0	req 526
528	:	1716431977.900	     0.211	0	7	0	0	req 528
529	:	1716431978.014	     0.156	0	7	0	0	req 529
530	:	1716431978.026	     0.213	0	7	0	0	req 530
531	:	1716431978.112	     0.245	0	7	0	0	req 531
533	:	1716431978.129	     0.342	0	7	0	0	req 533
532	:	1716431978.123	     0.389	0	7	0	0	req 532
535	:	1716431978.251	     0.310	0	7	0	0	req 535
534	:	1716431978.194	     0.424	0	7	0	0	req 534
536	:	1716431978.358	     0.323	0	7	0	0	req 536
538	:	1716431978.514	     0.230	0	7	0	0	req 538
537	:	1716431978.511	     0.256	0	7	0	0	req 537
539	:	1716431978.591	     0.234	0	7	0	0	req 539
540	:	1716431978.642	     0.217	0	7	0	0	req 540
541	:	1716431978.696	     0.250	0	7	0	0	req 541
542	:	1716431978.756	     0.280	0	7	0	0	req 542
543	:	1716431978.781	     0.272	0	7	0	0	req 543
544	:	1716431978.834	     0.242	0	7	0	0	req 544
545	:	1716431978.868	     0.269	0	7	0	0	req 545
546	:	1716431978.962	     0.346	0	7	0	0	req 546
547	:	1716431979.059	     0.313	0	7	0	0	req 547
548	:	1716431979.063	     0.365	0	7	0	0	req 548
550	:	1716431979.156	     0.275	0	7	0	0	req 550
549	:	1716431979.090	     0.369	0	7	0	0	req 549
551	:	1716431979.310	     0.199	0	7	0	0	req 551
552	:	1716431979.376	     0.177	0	7	0	0	req 552
553	:	1716431979.431	     0.319	0	7	0	0	req 553
554	:	1716431979.433	     0.360	0	7	0	0	req 554
555	:	1716431979.474	     0.456	0	7	0	0	req 555
556	:	1716431979.520	     0.444	0	7	0	0	req 556
557	:	1716431979.588	     0.394	0	7	0	0	req 557
559	:	1716431979.800	     0.222	0	7	0	0	req 559
558	:	1716431979.752	     0.282	0	7	0	0	req 558
560	:	1716431979.933	     0.202	0	7	0	0	req 560
561	:	1716431979.982	     0.303	0	7	0	0	req 561
562	:	1716431979.994	     0.319	0	7	0	0	req 562
563	:	1716431980.034	     0.348	0	7	0	0	req 563
565	:	1716431980.156	     0.259	0	7	0	0	req 565
564	:	1716431980.042	     0.388	0	7	0	0	req 564
566	:	1716431980.323	     0.213	0	7	0	0	req 566
567	:	1716431980.327	     0.264	0	7	0	0	req 567
568	:	1716431980.393	     0.288	0	7	0	0	req 568
570	:	1716431980.442	     0.320	0	7	0	0	req 570
569	:	1716431980.426	     0.336	0	7	0	0	req 569
571	:	1716431980.551	     0.273	0	7	0	0	req 571
573	:	1716431980.689	     0.176	0	7	0	0	req 573
572	:	1716431980.596	     0.291	0	7	0	0	req 572
575	:	1716431980.785	     0.184	0	7	0	0	req 575
574	:	1716431980.770	     0.355	0	7	0	0	req 574
578	:	1716431980.900	     0.593	0	7	0	0	req 578
577	:	1716431980.872	     0.634	0	7	0	0	req 577
576	:	1716431980.838	     0.684	0	7	0	0	req 576
579	:	1716431980.985	     0.586	0	7	0	0	req 579
580	:	1716431981.184	     0.417	0	7	0	0	req 580
581	:	1716431981.497	     0.176	0	7	0	0	req 581
582	:	1716431981.512	     0.276	0	7	0	0	req 582
583	:	1716431981.530	     0.268	0	7	0	0	req 583
584	:	1716431981.578	     0.297	0	7	0	0	req 584
585	:	1716431981.613	     0.328	0	7	0	0	req 585
586	:	1716431981.682	     0.402	0	7	0	0	req 586
587	:	1716431981.801	     0.336	0	7	0	0	req 587
588	:	1716431981.809	     0.388	0	7	0	0	req 588
590	:	1716431981.948	     0.305	0	7	0	0	req 590
589	:	1716431981.881	     0.381	0	7	0	0	req 589
591	:	1716431982.086	     0.223	0	7	0	0	req 591
592	:	1716431982.146	     0.198	0	7	0	0	req 592
593	:	1716431982.201	     0.167	0	7	0	0	req 593
595	:	1716431982.266	     0.318	0	7	0	0	req 595
594	:	1716431982.263	     0.435	0	7	0	0	req 594
596	:	1716431982.340	     0.404	0	7	0	0	req 596
597	:	1716431982.350	     0.411	0	7	0	0	req 597
598	:	1716431982.381	     0.430	0	7	0	0	req 598
599	:	1716431982.588	     0.224	0	7	0	0	req 599
600	:	1716431982.721	     0.249	0	7	0	0	req 600
603	:	1716431982.822	     0.313	0	7	0	0	req 603
601	:	1716431982.757	     0.417	0	7	0	0	req 601
604	:	1716431982.826	     0.364	0	7	0	0	req 604
602	:	1716431982.771	     0.430	0	7	0	0	req 602
605	:	1716431982.977	     0.249	0	7	0	0	req 605
606	:	1716431983.139	     0.410	0	7	0	0	req 606
607	:	1716431983.185	     0.432	0	7	0	0	req 607
610	:	1716431983.238	     0.404	0	7	0	0	req 610
608	:	1716431983.200	     0.463	0	7	0	0	req 608
609	:	1716431983.207	     0.470	0	7	0	0	req 609
611	:	1716431983.554	     0.160	0	7	0	0	req 611
612	:	1716431983.619	     0.199	0	7	0	0	req 612
614	:	1716431983.675	     0.314	0	7	0	0	req 614
613	:	1716431983.655	     0.380	0	7	0	0	req 613
615	:	1716431983.690	     0.346	0	7	0	0	req 615
616	:	1716431983.737	     0.332	0	7	0	0	req 616
617	:	1716431983.834	     0.328	0	7	0	0	req 617
618	:	1716431983.991	     0.367	0	7	0	0	req 618
619	:	1716431984.041	     0.324	0	7	0	0	req 619
620	:	1716431984.049	     0.435	0	7	0	0	req 620
622	:	1716431984.171	     0.460	0	7	0	0	req 622
621	:	1716431984.079	     0.566	0	7	0	0	req 621
623	:	1716431984.360	     0.301	0	7	0	0	req 623
624	:	1716431984.367	     0.312	0	7	0	0	req 624
625	:	1716431984.494	     0.259	0	7	0	0	req 625
626	:	1716431984.636	     0.200	0	7	0	0	req 626
627	:	1716431984.654	     0.332	0	7	0	0	req 627
628	:	1716431984.670	     0.391	0	7	0	0	req 628
630	:	1716431984.763	     0.381	0	7	0	0	req 630
629	:	1716431984.690	     0.463	0	7	0	0	req 629
631	:	1716431984.849	     0.362	0	7	0	0	req 631
632	:	1716431984.992	     0.273	0	7	0	0	req 632
633	:	1716431985.063	     0.210	0	7	0	0	req 633
634	:	1716431985.153	     0.217	0	7	0	0	req 634
635	:	1716431985.159	     0.240	0	7	0	0	req 635
636	:	1716431985.254	     0.263	0	7	0	0	req 636
637	:	1716431985.274	     0.282	0	7	0	0	req 637
639	:	1716431985.385	     0.263	0	7	0	0	req 639
638	:	1716431985.284	     0.386	0	7	0	0	req 638
640	:	1716431985.409	     0.325	0	7	0	0	req 640
641	:	1716431985.522	     0.250	0	7	0	0	req 641
642	:	1716431985.567	     0.235	0	7	0	0	req 642
644	:	1716431985.677	     0.238	0	7	0	0	req 644
643	:	1716431985.651	     0.266	0	7	0	0	req 643
645	:	1716431985.747	     0.321	0	7	0	0	req 645
646	:	1716431985.789	     0.332	0	7	0	0	req 646
647	:	1716431985.823	     0.463	0	7	0	0	req 647
648	:	1716431985.928	     0.361	0	7	0	0	req 648
649	:	1716431985.939	     0.393	0	7	0	0	req 649
650	:	1716431986.079	     0.273	0	7	0	0	req 650
651	:	1716431986.124	     0.250	0	7	0	0	req 651
652	:	1716431986.288	     0.182	0	7	0	0	req 652
653	:	1716431986.291	     0.201	0	7	0	0	req 653
654	:	1716431986.380	     0.294	0	7	0	0	req 654
655	:	1716431986.389	     0.335	0	7	0	0	req 655
656	:	1716431986.398	     0.444	0	7	0	0	req 656
658	:	1716431986.514	     0.498	0	7	0	0	req 658
657	:	1716431986.502	     0.547	0	7	0	0	req 657
659	:	1716431986.677	     0.467	0	7	0	0	req 659
661	:	1716431986.846	     0.358	0	7	0	0	req 661
660	:	1716431986.731	     0.483	0	7	0	0	req 660
662	:	1716431987.015	     0.273	0	7	0	0	req 662
663	:	1716431987.055	     0.279	0	7	0	0	req 663
664	:	1716431987.160	     0.234	0	7	0	0	req 664
665	:	1716431987.213	     0.279	0	7	0	0	req 665
666	:	1716431987.227	     0.275	0	7	0	0	req 666
667	:	1716431987.298	     0.376	0	7	0	0	req 667
668	:	1716431987.352	     0.328	0	7	0	0	req 668
669	:	1716431987.403	     0.305	0	7	0	0	req 669
670	:	1716431987.499	     0.297	0	7	0	0	req 670
671	:	1716431987.513	     0.299	0	7	0	0	req 671
673	:	1716431987.685	     0.253	0	7	0	0	req 673
672	:	1716431987.679	     0.284	0	7	0	0	req 672
674	:	1716431987.722	     0.317	0	7	0	0	req 674
676	:	1716431987.829	     0.296	0	7	0	0	req 676
675	:	1716431987.815	     0.320	0	7	0	0	req 675
677	:	1716431987.950	     0.282	0	7	0	0	req 677
678	:	1716431987.973	     0.297	0	7	0	0	req 678
679	:	1716431988.046	     0.226	0	7	0	0	req 679
680	:	1716431988.134	     0.304	0	7	0	0	req 680
681	:	1716431988.147	     0.291	0	7	0	0	req 681
682	:	1716431988.243	     0.305	0	7	0	0	req 682
684	:	1716431988.282	     0.269	0	7	0	0	req 684
683	:	1716431988.275	     0.297	0	7	0	0	req 683
686	:	1716431988.444	     0.246	0	7	0	0	req 686
685	:	1716431988.440	     0.256	0	7	0	0	req 685
687	:	1716431988.561	     0.230	0	7	0	0	req 687
688	:	1716431988.573	     0.292	0	7	0	0	req 688
689	:	1716431988.578	     0.337	0	7	0	0	req 689
690	:	1716431988.696	     0.305	0	7	0	0	req 690
691	:	1716431988.713	     0.289	0	7	0	0	req 691
692	:	1716431988.804	     0.245	0	7	0	0	req 692
694	:	1716431988.924	     0.233	0	7	0	0	req 694
693	:	1716431988.872	     0.286	0	7	0	0	req 693
695	:	1716431989.009	     0.256	0	7	0	0	req 695
696	:	1716431989.016	     0.264	0	7	0	0	req 696
697	:	1716431989.088	     0.250	0	7	0	0	req 697
699	:	1716431989.170	     0.460	0	7	0	0	req 699
698	:	1716431989.164	     0.476	0	7	0	0	req 698
701	:	1716431989.303	     0.456	0	7	0	0	req 701
702	:	1716431989.352	     0.431	0	7	0	0	req 702
700	:	1716431989.295	     0.498	0	7	0	0	req 700
704	:	1716431989.646	     0.257	0	7	0	0	req 704
703	:	1716431989.640	     0.274	0	7	0	0	req 703
705	:	1716431989.761	     0.194	0	7	0	0	req 705
707	:	1716431989.800	     0.236	0	7	0	0	req 707
706	:	1716431989.793	     0.332	0	7	0	0	req 706
708	:	1716431989.915	     0.223	0	7	0	0	req 708
709	:	1716431989.921	     0.282	0	7	0	0	req 709
710	:	1716431990.021	     0.246	0	7	0	0	req 710
711	:	1716431990.043	     0.276	0	7	0	0	req 711
712	:	1716431990.131	     0.348	0	7	0	0	req 712
713	:	1716431990.145	     0.394	0	7	0	0	req 713
714	:	1716431990.218	     0.335	0	7	0	0	req 714
715	:	1716431990.272	     0.291	0	7	0	0	req 715
716	:	1716431990.332	     0.289	0	7	0	0	req 716
717	:	1716431990.484	     0.174	0	7	0	0	req 717
718	:	1716431990.550	     0.256	0	7	0	0	req 718
719	:	1716431990.562	     0.322	0	7	0	0	req 719
720	:	1716431990.569	     0.345	0	7	0	0	req 720
722	:	1716431990.671	     0.295	0	7	0	0	req 722
721	:	1716431990.638	     0.338	0	7	0	0	req 721
723	:	1716431990.810	     0.241	0	7	0	0	req 723
724	:	1716431990.889	     0.196	0	7	0	0	req 724
725	:	1716431990.925	     0.212	0	7	0	0	req 725
726	:	1716431990.975	     0.350	0	7	0	0	req 726
727	:	1716431990.986	     0.463	0	7	0	0	req 727
730	:	1716431991.152	     0.342	0	7	0	0	req 730
728	:	1716431991.084	     0.411	0	7	0	0	req 728
729	:	1716431991.096	     0.424	0	7	0	0	req 729
731	:	1716431991.341	     0.184	0	7	0	0	req 731
732	:	1716431991.473	     0.182	0	7	0	0	req 732
733	:	1716431991.503	     0.530	0	7	0	0	req 733
735	:	1716431991.525	     0.524	0	7	0	0	req 735
734	:	1716431991.519	     0.536	0	7	0	0	req 734
736	:	1716431991.534	     0.535	0	7	0	0	req 736
737	:	1716431991.665	     0.407	0	7	0	0	req 737
738	:	1716431992.040	     0.240	0	7	0	0	req 738
739	:	1716431992.054	     0.310	0	7	0	0	req 739
740	:	1716431992.067	     0.342	0	7	0	0	req 740
742	:	1716431992.096	     0.347	0	7	0	0	req 742
741	:	1716431992.085	     0.379	0	7	0	0	req 741
743	:	1716431992.295	     0.227	0	7	0	0	req 743
744	:	1716431992.380	     0.342	0	7	0	0	req 744
745	:	1716431992.415	     0.463	0	7	0	0	req 745
746	:	1716431992.456	     0.474	0	7	0	0	req 746
747	:	1716431992.474	     0.486	0	7	0	0	req 747
748	:	1716431992.533	     0.441	0	7	0	0	req 748
749	:	1716431992.729	     0.259	0	7	0	0	req 749
750	:	1716431992.891	     0.233	0	7	0	0	req 750
751	:	1716431992.943	     0.361	0	7	0	0	req 751
752	:	1716431992.971	     0.365	0	7	0	0	req 752
753	:	1716431992.984	     0.354	0	7	0	0	req 753
754	:	1716431992.999	     0.369	0	7	0	0	req 754
755	:	1716431993.141	     0.251	0	7	0	0	req 755
756	:	1716431993.309	     0.167	0	7	0	0	req 756
757	:	1716431993.341	     0.250	0	7	0	0	req 757
758	:	1716431993.351	     0.276	0	7	0	0	req 758
760	:	1716431993.403	     0.356	0	7	0	0	req 760
761	:	1716431993.491	     0.269	0	7	0	0	req 761
759	:	1716431993.380	     0.390	0	7	0	0	req 759
762	:	1716431993.594	     0.234	0	7	0	0	req 762
763	:	1716431993.635	     0.233	0	7	0	0	req 763
764	:	1716431993.763	     0.236	0	7	0	0	req 764
765	:	1716431993.771	     0.305	0	7	0	0	req 765
766	:	1716431993.777	     0.314	0	7	0	0	req 766
767	:	1716431993.843	     0.351	0	7	0	0	req 767
768	:	1716431993.881	     0.315	0	7	0	0	req 768
769	:	1716431994.003	     0.244	0	7	0	0	req 769
770	:	1716431994.081	     0.226	0	7	0	0	req 770
771	:	1716431994.099	     0.302	0	7	0	0	req 771
772	:	1716431994.206	     0.244	0	7	0	0	req 772
773	:	1716431994.212	     0.311	0	7	0	0	req 773
775	:	1716431994.322	     0.259	0	7	0	0	req 775
774	:	1716431994.298	     0.294	0	7	0	0	req 774
776	:	1716431994.418	     0.253	0	7	0	0	req 776
777	:	1716431994.472	     0.333	0	7	0	0	req 777
778	:	1716431994.535	     0.357	0	7	0	0	req 778
779	:	1716431994.592	     0.379	0	7	0	0	req 779
780	:	1716431994.599	     0.374	0	7	0	0	req 780
781	:	1716431994.686	     0.293	0	7	0	0	req 781
782	:	1716431994.809	     0.335	0	7	0	0	req 782
783	:	1716431994.897	     0.292	0	7	0	0	req 783
785	:	1716431994.992	     0.251	0	7	0	0	req 785
784	:	1716431994.980	     0.289	0	7	0	0	req 784
786	:	1716431995.001	     0.310	0	7	0	0	req 786
787	:	1716431995.158	     0.243	0	7	0	0	req 787
788	:	1716431995.195	     0.296	0	7	0	0	req 788
789	:	1716431995.259	     0.302	0	7	0	0	req 789
790	:	1716431995.285	     0.297	0	7	0	0	req 790
791	:	1716431995.319	     0.275	0	7	0	0	req 791
792	:	1716431995.411	     0.243	0	7	0	0	req 792
793	:	1716431995.493	     0.205	0	7	0	0	req 793
794	:	1716431995.570	     0.258	0	7	0	0	req 794
797	:	1716431995.667	     0.359	0	7	0	0	req 797
795	:	1716431995.593	     0.442	0	7	0	0	req 795
796	:	1716431995.606	     0.440	0	7	0	0	req 796
798	:	1716431995.712	     0.376	0	7	0	0	req 798
799	:	1716431995.835	     0.254	0	7	0	0	req 799
800	:	1716431996.034	     0.248	0	7	0	0	req 800
802	:	1716431996.049	     0.371	0	7	0	0	req 802
801	:	1716431996.039	     0.404	0	7	0	0	req 801
804	:	1716431996.097	     0.356	0	7	0	0	req 804
803	:	1716431996.093	     0.394	0	7	0	0	req 803
805	:	1716431996.285	     0.259	0	7	0	0	req 805
806	:	1716431996.424	     0.174	0	7	0	0	req 806
807	:	1716431996.452	     0.261	0	7	0	0	req 807
808	:	1716431996.463	     0.289	0	7	0	0	req 808
809	:	1716431996.500	     0.322	0	7	0	0	req 809
810	:	1716431996.561	     0.309	0	7	0	0	req 810
811	:	1716431996.610	     0.275	0	7	0	0	req 811
812	:	1716431996.742	     0.215	0	7	0	0	req 812
813	:	1716431996.759	     0.228	0	7	0	0	req 813
814	:	1716431996.835	     0.218	0	7	0	0	req 814
816	:	1716431996.891	     0.243	0	7	0	0	req 816
815	:	1716431996.884	     0.258	0	7	0	0	req 815
818	:	1716431997.002	     0.419	0	7	0	0	req 818
817	:	1716431996.970	     0.453	0	7	0	0	req 817
819	:	1716431997.095	     0.345	0	7	0	0	req 819
820	:	1716431997.141	     0.365	0	7	0	0	req 820
821	:	1716431997.151	     0.359	0	7	0	0	req 821
822	:	1716431997.429	     0.213	0	7	0	0	req 822
823	:	1716431997.439	     0.453	0	7	0	0	req 823
824	:	1716431997.447	     0.463	0	7	0	0	req 824
825	:	1716431997.524	     0.490	0	7	0	0	req 825
827	:	1716431997.649	     0.376	0	7	0	0	req 827
826	:	1716431997.537	     0.493	0	7	0	0	req 826
828	:	1716431997.894	     0.293	0	7	0	0	req 828
829	:	1716431997.918	     0.299	0	7	0	0	req 829
830	:	1716431998.024	     0.284	0	7	0	0	req 830
832	:	1716431998.041	     0.284	0	7	0	0	req 832
831	:	1716431998.031	     0.324	0	7	0	0	req 831
833	:	1716431998.201	     0.226	0	7	0	0	req 833
834	:	1716431998.255	     0.208	0	7	0	0	req 834
835	:	1716431998.317	     0.286	0	7	0	0	req 835
836	:	1716431998.334	     0.310	0	7	0	0	req 836
838	:	1716431998.441	     0.250	0	7	0	0	req 838
837	:	1716431998.367	     0.348	0	7	0	0	req 837
839	:	1716431998.473	     0.284	0	7	0	0	req 839
840	:	1716431998.614	     0.190	0	7	0	0	req 840
841	:	1716431998.657	     0.220	0	7	0	0	req 841
842	:	1716431998.705	     0.226	0	7	0	0	req 842
843	:	1716431998.724	     0.236	0	7	0	0	req 843
844	:	1716431998.772	     0.320	0	7	0	0	req 844
845	:	1716431998.818	     0.314	0	7	0	0	req 845
846	:	1716431998.892	     0.409	0	7	0	0	req 846
847	:	1716431998.938	     0.370	0	7	0	0	req 847
848	:	1716431998.970	     0.379	0	7	0	0	req 848
850	:	1716431999.138	     0.253	0	7	0	0	req 850
849	:	1716431999.102	     0.305	0	7	0	0	req 849
851	:	1716431999.307	     0.152	0	7	0	0	req 851
852	:	1716431999.326	     0.243	0	7	0	0	req 852
853	:	1716431999.364	     0.319	0	7	0	0	req 853
854	:	1716431999.401	     0.410	0	7	0	0	req 854
855	:	1716431999.413	     0.404	0	7	0	0	req 855
856	:	1716431999.472	     0.387	0	7	0	0	req 856
857	:	1716431999.582	     0.290	0	7	0	0	req 857
858	:	1716431999.688	     0.217	0	7	0	0	req 858
860	:	1716431999.822	     1.040	0	7	0	0	req 860
859	:	1716431999.817	     1.081	0	7	0	0	req 859
861	:	1716431999.872	     1.233	0	7	0	0	req 861
862	:	1716431999.888	     1.312	0	7	0	0	req 862
863	:	1716431999.921	     1.279	0	7	0	0	req 863
864	:	1716432000.867	     0.717	0	7	0	0	req 864
865	:	1716432000.905	     0.680	0	7	0	0	req 865
867	:	1716432001.212	     0.839	0	7	0	0	req 867
866	:	1716432001.204	     0.891	0	7	0	0	req 866
868	:	1716432001.216	     0.879	0	7	0	0	req 868
869	:	1716432001.598	     0.524	0	7	0	0	req 869
870	:	1716432001.604	     0.528	0	7	0	0	req 870
871	:	1716432002.053	     1.179	0	7	0	0	req 871
875	:	1716432002.145	     1.112	0	7	0	0	req 875
873	:	1716432002.122	     1.143	0	7	0	0	req 873
872	:	1716432002.104	     1.177	0	7	0	0	req 872
874	:	1716432002.132	     1.167	0	7	0	0	req 874
876	:	1716432003.244	     0.246	0	7	0	0	req 876
877	:	1716432003.264	     0.335	0	7	0	0	req 877
878	:	1716432003.277	     0.378	0	7	0	0	req 878
880	:	1716432003.307	     0.373	0	7	0	0	req 880
879	:	1716432003.293	     0.397	0	7	0	0	req 879
881	:	1716432003.526	     0.220	0	7	0	0	req 881
882	:	1716432003.603	     0.184	0	7	0	0	req 882
883	:	1716432003.666	     0.226	0	7	0	0	req 883
884	:	1716432003.690	     0.273	0	7	0	0	req 884
885	:	1716432003.698	     0.295	0	7	0	0	req 885
886	:	1716432003.761	     0.292	0	7	0	0	req 886
887	:	1716432003.801	     0.300	0	7	0	0	req 887
888	:	1716432003.905	     0.230	0	7	0	0	req 888
889	:	1716432004.000	     0.309	0	7	0	0	req 889
890	:	1716432004.007	     0.314	0	7	0	0	req 890
891	:	1716432004.067	     0.319	0	7	0	0	req 891
893	:	1716432004.143	     0.303	0	7	0	0	req 893
892	:	1716432004.118	     0.361	0	7	0	0	req 892
894	:	1716432004.320	     0.202	0	7	0	0	req 894
895	:	1716432004.326	     0.237	0	7	0	0	req 895
896	:	1716432004.397	     0.224	0	7	0	0	req 896
897	:	1716432004.506	     0.218	0	7	0	0	req 897
898	:	1716432004.515	     0.302	0	7	0	0	req 898
899	:	1716432004.529	     0.316	0	7	0	0	req 899
900	:	1716432004.582	     0.341	0	7	0	0	req 900
901	:	1716432004.639	     0.296	0	7	0	0	req 901
902	:	1716432004.732	     0.225	0	7	0	0	req 902
903	:	1716432004.824	     0.216	0	7	0	0	req 903
904	:	1716432004.860	     0.224	0	7	0	0	req 904
905	:	1716432004.928	     0.239	0	7	0	0	req 905
906	:	1716432004.941	     0.243	0	7	0	0	req 906
907	:	1716432004.971	     0.291	0	7	0	0	req 907
909	:	1716432005.092	     0.388	0	7	0	0	req 909
908	:	1716432005.057	     0.437	0	7	0	0	req 908
912	:	1716432005.289	     0.279	0	7	0	0	req 912
911	:	1716432005.198	     0.371	0	7	0	0	req 911
910	:	1716432005.177	     0.412	0	7	0	0	req 910
913	:	1716432005.503	     0.194	0	7	0	0	req 913
914	:	1716432005.512	     0.197	0	7	0	0	req 914
915	:	1716432005.579	     0.237	0	7	0	0	req 915
916	:	1716432005.590	     0.732	0	7	0	0	req 916
918	:	1716432005.709	     1.029	0	7	0	0	req 918
919	:	1716432005.726	     1.414	0	7	0	0	req 919
917	:	1716432005.600	     1.562	0	7	0	0	req 917
920	:	1716432006.072	     1.588	0	7	0	0	req 920
922	:	1716432006.742	     0.971	0	7	0	0	req 922
921	:	1716432006.324	     1.392	0	7	0	0	req 921
923	:	1716432007.141	     0.644	0	7	0	0	req 923
924	:	1716432007.169	     0.628	0	7	0	0	req 924
925	:	1716432007.678	     0.189	0	7	0	0	req 925
926	:	1716432007.728	     0.259	0	7	0	0	req 926
927	:	1716432007.739	     0.429	0	7	0	0	req 927
928	:	1716432007.797	     0.414	0	7	0	0	req 928
929	:	1716432007.806	     0.444	0	7	0	0	req 929
930	:	1716432007.886	     0.374	0	7	0	0	req 930
931	:	1716432008.171	     0.170	0	7	0	0	req 931
932	:	1716432008.174	     0.195	0	7	0	0	req 932
933	:	1716432008.223	     0.191	0	7	0	0	req 933
934	:	1716432008.257	     0.292	0	7	0	0	req 934
935	:	1716432008.269	     0.282	0	7	0	0	req 935
936	:	1716432008.366	     0.251	0	7	0	0	req 936
937	:	1716432008.374	     0.279	0	7	0	0	req 937
938	:	1716432008.424	     0.239	0	7	0	0	req 938
939	:	1716432008.558	     0.211	0	7	0	0	req 939
940	:	1716432008.565	     0.243	0	7	0	0	req 940
941	:	1716432008.625	     0.301	0	7	0	0	req 941
943	:	1716432008.674	     0.292	0	7	0	0	req 943
942	:	1716432008.662	     0.351	0	7	0	0	req 942
944	:	1716432008.781	     0.298	0	7	0	0	req 944
945	:	1716432008.817	     0.291	0	7	0	0	req 945
946	:	1716432008.930	     0.224	0	7	0	0	req 946
947	:	1716432008.971	     0.238	0	7	0	0	req 947
948	:	1716432009.026	     0.211	0	7	0	0	req 948
951	:	1716432009.169	     0.452	0	7	0	0	req 951
949	:	1716432009.090	     0.555	0	7	0	0	req 949
950	:	1716432009.120	     0.526	0	7	0	0	req 950
952	:	1716432009.225	     0.462	0	7	0	0	req 952
953	:	1716432009.324	     0.381	0	7	0	0	req 953
954	:	1716432009.648	     0.953	0	7	0	0	req 954
955	:	1716432009.653	     0.994	0	7	0	0	req 955
956	:	1716432009.659	     0.993	0	7	0	0	req 956
958	:	1716432009.720	     0.963	0	7	0	0	req 958
957	:	1716432009.705	     0.996	0	7	0	0	req 957
959	:	1716432010.610	     0.236	0	7	0	0	req 959
961	:	1716432010.679	     0.440	0	7	0	0	req 961
960	:	1716432010.667	     0.461	0	7	0	0	req 960
962	:	1716432010.693	     0.480	0	7	0	0	req 962
963	:	1716432010.711	     0.470	0	7	0	0	req 963
964	:	1716432010.859	     0.322	0	7	0	0	req 964
965	:	1716432011.122	     0.133	0	7	0	0	req 965
966	:	1716432011.190	     0.348	0	7	0	0	req 966
967	:	1716432011.198	     0.350	0	7	0	0	req 967
968	:	1716432011.204	     0.385	0	7	0	0	req 968
970	:	1716432011.265	     0.329	0	7	0	0	req 970
969	:	1716432011.214	     0.394	0	7	0	0	req 969
971	:	1716432011.544	     0.157	0	7	0	0	req 971
972	:	1716432011.550	     0.213	0	7	0	0	req 972
974	:	1716432011.627	     0.332	0	7	0	0	req 974
973	:	1716432011.608	     0.362	0	7	0	0	req 973
975	:	1716432011.635	     0.351	0	7	0	0	req 975
976	:	1716432011.717	     0.321	0	7	0	0	req 976
977	:	1716432011.784	     0.256	0	7	0	0	req 977
978	:	1716432011.962	     0.267	0	7	0	0	req 978
979	:	1716432011.986	     0.335	0	7	0	0	req 979
980	:	1716432011.996	     0.351	0	7	0	0	req 980
982	:	1716432012.059	     0.355	0	7	0	0	req 982
981	:	1716432012.049	     0.377	0	7	0	0	req 981
983	:	1716432012.256	     0.207	0	7	0	0	req 983
984	:	1716432012.329	     0.226	0	7	0	0	req 984
985	:	1716432012.356	     0.363	0	7	0	0	req 985
986	:	1716432012.425	     0.447	0	7	0	0	req 986
987	:	1716432012.436	     0.442	0	7	0	0	req 987
988	:	1716432012.476	     0.425	0	7	0	0	req 988
989	:	1716432012.574	     0.350	0	7	0	0	req 989
990	:	1716432012.722	     0.232	0	7	0	0	req 990
991	:	1716432012.882	     0.214	0	7	0	0	req 991
992	:	1716432012.892	     0.462	0	7	0	0	req 992
993	:	1716432012.940	     0.448	0	7	0	0	req 993
994	:	1716432012.953	     0.442	0	7	0	0	req 994
995	:	1716432012.964	     0.433	0	7	0	0	req 995
